"day","window","regime","win_len","mean_mae","sd_mae"
1,"mid_365d","mid",365,0,0
2,"mid_365d","mid",365,0,0
3,"mid_365d","mid",365,0.111111111111111,0.333333333333333
4,"mid_365d","mid",365,0.333333333333333,1
5,"mid_365d","mid",365,0.111111111111111,0.333333333333333
6,"mid_365d","mid",365,3.77777777777778,5.9113826169894
7,"mid_365d","mid",365,4.77777777777778,6.75976659689108
8,"mid_365d","mid",365,5.55555555555556,8.41295297608264
9,"mid_365d","mid",365,5.11111111111111,6.73506578372558
10,"mid_365d","mid",365,7.88888888888889,9.1712109947984
11,"mid_365d","mid",365,7.55555555555556,8.53098926137982
12,"mid_365d","mid",365,5.77777777777778,5.69600249687835
13,"mid_365d","mid",365,7.44444444444444,9.2210507957487
14,"mid_365d","mid",365,9.66666666666667,12.3895116933639
15,"mid_365d","mid",365,5.88888888888889,8.52121535410948
16,"mid_365d","mid",365,4.77777777777778,5.86893895388634
17,"mid_365d","mid",365,10.7777777777778,9.12109886167475
18,"mid_365d","mid",365,8.66666666666667,7.76208734813001
19,"mid_365d","mid",365,7.66666666666667,6.68954408012983
20,"mid_365d","mid",365,10.7777777777778,15.0812613678182
21,"mid_365d","mid",365,5.22222222222222,6.39878460681749
22,"mid_365d","mid",365,8.77777777777778,9.05231707600018
23,"mid_365d","mid",365,13,12.1963109176505
24,"mid_365d","mid",365,9,9.5524865872714
25,"mid_365d","mid",365,10.6666666666667,10.1118742080783
26,"mid_365d","mid",365,5.55555555555556,7.1956777149743
27,"mid_365d","mid",365,9.33333333333333,11.4891252930761
28,"mid_365d","mid",365,7.33333333333333,7.39932429347437
29,"mid_365d","mid",365,12.4444444444444,16.6891514996353
30,"mid_365d","mid",365,14.2222222222222,12.4777579894965
31,"mid_365d","mid",365,8,5.65685424949238
32,"mid_365d","mid",365,7.66666666666667,7.76208734813001
33,"mid_365d","mid",365,9.88888888888889,7.73699625895677
34,"mid_365d","mid",365,7.77777777777778,5.28625050905123
35,"mid_365d","mid",365,12.8888888888889,12.7126358836833
36,"mid_365d","mid",365,8.88888888888889,7.5901983578238
37,"mid_365d","mid",365,10.3333333333333,9.09670269933013
38,"mid_365d","mid",365,9.33333333333333,7.34846922834953
39,"mid_365d","mid",365,10.7777777777778,12.6172280808601
40,"mid_365d","mid",365,9.77777777777778,8.36327952686292
41,"mid_365d","mid",365,9,7.39932429347437
42,"mid_365d","mid",365,13.5555555555556,10.6549414722831
43,"mid_365d","mid",365,6.33333333333333,5.5
44,"mid_365d","mid",365,11.6666666666667,7.71362431027076
45,"mid_365d","mid",365,11.1111111111111,7.60664913816268
46,"mid_365d","mid",365,11.3333333333333,8.12403840463596
47,"mid_365d","mid",365,7.77777777777778,8.16666666666667
48,"mid_365d","mid",365,14.2222222222222,12.8040792111125
49,"mid_365d","mid",365,8.77777777777778,5.11805084426136
50,"mid_365d","mid",365,9.88888888888889,7.9599692908397
51,"mid_365d","mid",365,6.44444444444444,4.47524052736585
52,"mid_365d","mid",365,9.11111111111111,7.3219608788296
53,"mid_365d","mid",365,7.11111111111111,8.00694143297621
54,"mid_365d","mid",365,13.7777777777778,9.94708220758451
55,"mid_365d","mid",365,8.33333333333333,7.63216876123687
56,"mid_365d","mid",365,9.11111111111111,7.5901983578238
57,"mid_365d","mid",365,7.55555555555556,7.5018516232846
58,"mid_365d","mid",365,7.66666666666667,6.9462219947249
59,"mid_365d","mid",365,7.77777777777778,7.57921133393472
60,"mid_365d","mid",365,6.11111111111111,6.5849154217128
61,"mid_365d","mid",365,6.77777777777778,5.9113826169894
62,"mid_365d","mid",365,8.22222222222222,7.83865067753656
63,"mid_365d","mid",365,8.55555555555556,7.92324288266981
64,"mid_365d","mid",365,8.33333333333333,7.82623792124926
65,"mid_365d","mid",365,5.22222222222222,4.84194634877798
66,"mid_365d","mid",365,5.22222222222222,6.45712354260351
67,"mid_365d","mid",365,5.44444444444444,5.31768537784794
68,"mid_365d","mid",365,9,6.87386354243376
